"contrast","train_or_test","entity","estimate","SE","df","t.ratio","p.value","lower.CL","upper.CL"
"SRN - Attn_AbsPE_H80","train","ent",0.0355058293519431,0.0108697863614701,137.592006551246,3.26646984321605,0.0227382472416124,0.00297863711283849,0.0680330215910478
"SRN - Attn_RoPE_H80","train","ent",0.0293608531279779,0.0108697863614701,137.592006029062,2.70114353231934,0.105748466849096,-0.00316633911296363,0.0618880453689194
"GRU - LSTM","train","ent",-0.00317620468196982,0.0108697863614701,137.592006592771,-0.292204885758238,0.999947622509761,-0.0357033969209253,0.0293509875569856
"GRU - Attn_AbsPE","train","ent",0.0279215137047522,0.0108697863614701,137.59200681162,2.56872699943073,0.143902085622315,-0.00460567853343736,0.0604487059429417
"GRU - Attn_RoPE","train","ent",0.0245413858439679,0.0108697863614701,137.592006437176,2.25776156290976,0.272314537715175,-0.00798580639553871,0.0570685780834745
"GRU - Attn_AbsPE_H80","train","ent",0.0248685833688233,0.0108697863614701,137.592006680342,2.28786312277254,0.25740965765529,-0.00765860886982701,0.0573957756074737
"GRU - Attn_RoPE_H80","train","ent",0.0187236071448581,0.0108697863614701,137.592006190604,1.72253681187583,0.602226006243208,-0.0138035850955159,0.051250799385232
"LSTM - Attn_AbsPE","train","ent",0.031097718386722,0.0108697863614701,137.592006722899,2.86093188518897,0.0709495652482303,-0.00142947385178238,0.0636249106252263
"LSTM - Attn_RoPE","train","ent",0.0277175905259377,0.0108697863614701,137.592006281917,2.549966448668,0.15006473538084,-0.00480960171411576,0.0602447827659912
"LSTM - Attn_AbsPE_H80","train","ent",0.0280447880507932,0.0108697863614701,137.592006513599,2.58006800853078,0.140270819199517,-0.00448240418844646,0.0605719802900328
"LSTM - Attn_RoPE_H80","train","ent",0.0218998118268279,0.0108697863614701,137.592005889293,2.01474169763407,0.41021020318463,-0.0106273804146061,0.0544270040682619
"Attn_AbsPE - Attn_RoPE","train","ent",-0.00338012786078426,0.0108697863614701,137.592006590703,-0.310965436520973,0.999924487364208,-0.0359073200997497,0.0291470643781812
