"contrast","train_or_test","estimate","SE","df","t.ratio","p.value","lower.CL","upper.CL"
"SRN - Attn_RoPE_H80","test",0.304841154861235,0.0351641660786162,61.5628610158593,8.66908528926022,8.07022226823051e-11,0.197663687958963,0.412018621763506
"GRU - LSTM","test",0.00362898124974396,0.0351641660786167,61.5628611423272,0.103201117911644,0.99999988749601,-0.103548485645206,0.110806448144694
"GRU - Attn_AbsPE","test",0.153924214583521,0.0351641660786177,61.5628610597605,4.37730313977553,0.000893569131360294,0.0467467476837821,0.26110168148326
"GRU - Attn_RoPE","test",0.166897255555633,0.0351641660786155,61.5628609732213,4.74623101206227,0.00024785902439961,0.0597197886508957,0.27407472246037
"GRU - Attn_AbsPE_H80","test",0.246240533333138,0.0351641660786176,61.5628611030448,7.00259840607654,4.55451988345956e-08,0.139063066435909,0.353418000230367
"GRU - Attn_RoPE_H80","test",0.206145864583185,0.0351641660786144,61.5628611158944,5.86238456849274,3.94225135813553e-06,0.0989683976867153,0.313323331479654
"LSTM - Attn_AbsPE","test",0.150295233333777,0.035164166078618,61.5628611596628,4.27410202186385,0.00126608859151667,0.04311776643983,0.257472700227724
"LSTM - Attn_RoPE","test",0.163268274305889,0.0351641660786159,61.5628609945385,4.64302989415057,0.000356728465664147,0.0560908074023851,0.270445741209393
"LSTM - Attn_AbsPE_H80","test",0.242611552083394,0.0351641660786179,61.5628611321388,6.89939728816484,6.8528226648823e-08,0.135434085187847,0.349789018978942
"LSTM - Attn_RoPE_H80","test",0.202516883333441,0.0351641660786146,61.5628611209305,5.75918345058105,5.85306789357976e-06,0.0953394164372641,0.309694350229618
"Attn_AbsPE - Attn_RoPE","test",0.0129730409721118,0.0351641660786173,61.5628609990483,0.368927872286454,0.999784948770202,-0.0942044259311345,0.120150507875358
"Attn_AbsPE - Attn_AbsPE_H80","test",0.0923163187496172,0.0351641660786195,61.5628610177048,2.62529526630086,0.136281329431957,-0.0148611481525582,0.199493785651793
"Attn_AbsPE - Attn_RoPE_H80","test",0.0522216499996637,0.0351641660786162,61.5628610376487,1.48508142871673,0.752430979649986,-0.0549558169013441,0.159399116900671
"Attn_RoPE - Attn_AbsPE_H80","test",0.0793432777775054,0.0351641660786162,61.562860987234,2.25636739401465,0.281804155002137,-0.0278341891264224,0.186520744681433
"Attn_RoPE - Attn_RoPE_H80","test",0.0392486090275519,0.0351641660786129,61.5628610167532,1.11615355643037,0.920761687823219,-0.0679288578746551,0.146426075929759
"Attn_AbsPE_H80 - Attn_RoPE_H80","test",-0.0400946687499535,0.0351641660786159,61.5628610022351,-1.14021383758439,0.912946445074209,-0.147272135653019,0.0670827981531116
